image_id,image,xmin,ymin,xmax,ymax,label
100,image-100.png,0.0,0.0,0.09839921236872813,0.1594406359393232,rbc
100,image-100.png,0.05863477246207702,0.0,0.26694227683780625,0.09190398920653442,rbc
100,image-100.png,0.09772462077012835,0.06258204492415402,0.30615063448074675,0.28802782234539087,rbc
100,image-100.png,0.2951794049008168,0.0041478267211201856,0.5478458649358227,0.1780921820303384,rbc
100,image-100.png,0.30266828325554257,0.09097870478413067,0.515378865227538,0.2922121134772462,rbc
100,image-100.png,0.5322163068844807,0.042727173278879815,0.7354598162193698,0.2733281067677946,rbc
100,image-100.png,0.6325299008168027,0.04896258751458576,0.8407097797549592,0.26228850641773627,rbc
100,image-100.png,0.8481667517502915,0.017115482788798132,1.0,0.24795343494749122,rbc
100,image-100.png,0.782202632730455,0.20276035589264876,0.9975796747374562,0.4353258095099183,rbc
100,image-100.png,0.5768487456242707,0.26300867852975496,0.7887069719953328,0.4788187354142357,rbc
100,image-100.png,0.3370451064760793,0.2880187062427071,0.5776919851225204,0.5067048935239207,rbc
100,image-100.png,0.35888728850641766,0.4072937937572928,0.6235049591598599,0.5991877552508751,rbc
100,image-100.png,0.0,0.3783456096849475,0.21557303821470247,0.6155557176196031,rbc
100,image-100.png,0.08425102100350056,0.521067313302217,0.33450171382730454,0.7598362747957992,rbc
100,image-100.png,0.0,0.6149540548424737,0.14113550175029171,0.8460153515169194,rbc
100,image-100.png,0.03295926925320886,0.7883195376312718,0.259973016336056,0.9992570376312718,rbc
100,image-100.png,0.1703526108518086,0.7402184218203033,0.41150999124854143,0.9543693480163359,rbc
100,image-100.png,0.6718066292298716,0.46441985122520424,0.910935676779463,0.704328325554259,rbc
100,image-100.png,0.7976407526254375,0.44174354579929986,0.9903961858226371,0.6595956096849475,rbc
100,image-100.png,0.5773455732205367,0.757598271586931,0.8079966452742126,0.9675284422403735,rbc
100,image-100.png,0.8135483518086347,0.7496171236872813,0.9976161391481912,0.9899950773045506,rbc
100,image-100.png,0.8135483518086347,0.7496171236872813,0.9976161391481912,0.9899950773045506,wbc
100,image-100.png,0.3499580659276546,0.5806000218786463,0.6196670799299884,0.8635866394399065,wbc
101,image-101.png,0.026400233372228705,0.0,0.23149431155192532,0.15349693698949823,rbc
101,image-101.png,0.21944282380396732,0.0,0.4429787777129522,0.0728422184947491,rbc
101,image-101.png,0.3871836712368728,0.018956935530921818,0.6248359101516918,0.25402020128354724,rbc
101,image-101.png,0.6711365956826137,0.05274121207701283,0.9108900962660441,0.2604971922403734,rbc
101,image-101.png,0.15673771149358226,0.11277530630105016,0.39217473745624265,0.3117570376312718,rbc
101,image-101.png,0.011126203325554258,0.16493764585764292,0.2629813302217036,0.35913342327887976,rbc
101,image-101.png,0.18048060093348892,0.3253992852975496,0.3580486070595099,0.4715668757292881,rbc
101,image-101.png,0.23764768086347723,0.2737474474912485,0.4966270420070011,0.49269344369894985,rbc
101,image-101.png,0.0,0.3351626312718786,0.07499817677946324,0.5042070813885647,rbc
101,image-101.png,0.0029445011668611434,0.45896842182030334,0.19486125291715284,0.6709360414235706,rbc
101,image-101.png,0.11836347724620769,0.5258623833138856,0.30950536026837805,0.7381217182030337,rbc
101,image-101.png,0.0,0.6254193407234538,0.09077359247374563,0.8305362091598598,rbc
101,image-101.png,0.0,0.770907781505251,0.20195813885647607,0.9657052217036172,rbc
101,image-101.png,0.18927764002333722,0.7532271003500582,0.34307085035005835,0.9604406724037339,rbc
101,image-101.png,0.9248741977829638,0.0,1.0,0.19649303529754958,rbc
101,image-101.png,0.8824615300466744,0.26542900379229867,1.0,0.5101097578763126,rbc
101,image-101.png,0.7488832774212368,0.473736508168028,0.9628336493582264,0.6666560312135356,rbc
101,image-101.png,0.6696643450991832,0.3170808415985997,0.9103340140023337,0.4976024649941656,rbc
101,image-101.png,0.7087906578179696,0.7765324168611437,0.904043903150525,0.9572956169778297,rbc
101,image-101.png,0.36125747520420065,0.8592200262543757,0.5236107059509918,1.0,rbc
101,image-101.png,0.6531322928821469,0.9196415548424738,0.877739388856476,1.0,rbc
101,image-101.png,0.8685457992998831,0.5692504740373395,1.0,0.763546528588098,rbc
101,image-101.png,0.38104397607934654,0.41208430571761956,0.7773756563593931,0.8472186770711785,wbc
102,image-102.png,0.5030812427071178,0.5280821543173861,0.8273820376312718,0.8590331461493581,wbc
102,image-102.png,0.0036190927654609095,0.0,0.2557385866394399,0.11590212952158692,rbc
102,image-102.png,0.20729105892648772,0.0,0.42145110122520413,0.1240109028588098,rbc
102,image-102.png,0.5961065125437572,0.0,0.8340504667444574,0.13587551050175029,rbc
102,image-102.png,0.3865637762543757,0.005442313302217036,0.6435011303967327,0.2716233955659277,rbc
102,image-102.png,0.1518697126604434,0.13164108080513418,0.41844734539089845,0.3615537485414235,rbc
102,image-102.png,0.0,0.10074205075845974,0.14253482351225202,0.3520912339556592,rbc
102,image-102.png,0.01771258751458576,0.32642484684947487,0.22916514731621934,0.5026026473162193,rbc
102,image-102.png,0.0,0.4638546528588098,0.10332190781796965,0.7001531505250875,rbc
102,image-102.png,0.11024558780630105,0.3939979579929988,0.3355819719953325,0.6542444574095683,rbc
102,image-102.png,0.30243582263710617,0.3142685239206534,0.515415329638273,0.5591999708284714,rbc
102,image-102.png,0.5481694865810968,0.22751969078179696,0.7901564323220536,0.4593102756709452,rbc
102,image-102.png,0.8020985268378062,0.015242123687281213,1.0,0.21675357351225202,rbc
102,image-102.png,0.8018888564760793,0.22054131417736286,1.0,0.43749088389731616,rbc
102,image-102.png,0.8212879229871645,0.4305945522170361,0.9923333576429406,0.6442851152275378,rbc
102,image-102.png,0.721111070595099,0.4089301341890314,0.9077268086347724,0.662234721411902,rbc
102,image-102.png,0.4615984174445741,0.38688283984830796,0.7006910005834306,0.6050402931738623,rbc
102,image-102.png,0.009371353558926487,0.6339109903733955,0.2367679769544924,0.8528478704784129,rbc
102,image-102.png,0.24595700845974328,0.6312673205950992,0.4920325262543756,0.8778624562427072,rbc
102,image-102.png,0.09479379375729285,0.7800512324970829,0.31117360705950986,0.9945257803383896,rbc
102,image-102.png,0.0,0.721904171528588,0.08166204784130687,0.9434254667444572,rbc
